# start	end	mode	name  (end = start+size-1, exact)
0x0803F1DC	0x0803F321	thumb	GetItemEffectParamOffset
0x0803F324	0x0803F377	thumb	sub_803F324
0x0803F378	0x0803F463	thumb	sub_803F378
0x0803F464	0x0803F47B	thumb	GetNature
0x0803F47C	0x0803F48B	thumb	GetNatureFromPersonality
0x0803F48C	0x0803F7B3	thumb	GetEvolutionTargetSpecies
0x0803F7B4	0x0803F7FF	thumb	HoennPokedexNumToSpecies
0x0803F800	0x0803F84B	thumb	NationalPokedexNumToSpecies
0x0803F84C	0x0803F897	thumb	NationalToHoennOrder
0x0803F898	0x0803F8B9	thumb	SpeciesToNationalPokedexNum
0x0803F8BC	0x0803F8DD	thumb	SpeciesToHoennPokedexNum
0x0803F8E0	0x0803F901	thumb	HoennToNationalOrder
0x0803F904	0x0803F935	thumb	SpeciesToCryId
0x0803F938	0x0803FA51	thumb	unref_sub_803F938
0x0803FA54	0x0803FB65	thumb	DrawSpindaSpots
0x0803FB68	0x0803FBDB	thumb	EvolutionRenameMon
0x0803FBDC	0x0803FC19	thumb	sub_803FBBC
0x0803FC1C	0x0803FC53	thumb	sub_803FBFC
0x0803FC54	0x0803FC77	thumb	sub_803FC34
0x0803FC78	0x0803FC93	thumb	sub_803FC58
0x0803FC94	0x0803FCF3	thumb	nature_stat_mod
0x0803FCF4	0x0803FE8F	thumb	AdjustFriendship
0x0803FE90	0x0804003F	thumb	MonGainEVs
0x08040040	0x08040067	thumb	GetMonEVCount
0x08040068	0x0804012F	thumb	RandomlyGivePartyPokerus
0x08040130	0x08040195	thumb	CheckPartyPokerus
0x08040198	0x080401F5	thumb	CheckPartyHasHadPokerus
0x080401F8	0x0804026F	thumb	UpdatePartyPokerusTime
0x08040270	0x0804031D	thumb	PartySpreadPokerus
0x08040320	0x08040393	thumb	TryIncrementMonLevel
0x08040394	0x080403EB	thumb	CanMonLearnTMHM
0x080403EC	0x0804053B	thumb	GetMoveTutorMoves
0x0804053C	0x08040593	thumb	GetLevelUpMovesBySpecies
0x08040594	0x080406F7	thumb	sub_8040574
0x080406F8	0x0804072F	thumb	SpeciesToPokedexNum
0x08040730	0x08040747	thumb	ClearBattleMonForms
0x08040748	0x080408DB	thumb	GetMUS_ForBattle
0x080408DC	0x080408F5	thumb	sub_80408BC
0x080408F8	0x08040923	thumb	current_map_music_set__default_for_battle
0x08040924	0x0804095B	thumb	GetMonSpritePal
0x0804095C	0x080409AF	thumb	GetMonSpritePalFromOtIdPersonality
0x080409B0	0x080409E7	thumb	GetMonSpritePalStruct
0x080409E8	0x08040A1F	thumb	GetMonSpritePalStructFromOtIdPersonality
0x08040A20	0x08040A59	thumb	IsHMMove2
0x08040A5C	0x08040A73	thumb	IsPokeSpriteNotFlipped
0x08040A74	0x08040A9B	thumb	sub_8040A54
0x08040A9C	0x08040AC3	thumb	GetPokeFlavourRelation
0x08040AC4	0x08040AED	thumb	IsTradedMon
0x08040AF0	0x08040B3B	thumb	IsOtherTrainer
0x08040B3C	0x08040B45	thumb	MonRestorePP
0x08040B48	0x08040BA9	thumb	BoxMonRestorePP
0x08040BAC	0x08040C57	thumb	SetMonPreventsSwitchingString
0x08040C58	0x08040CD1	thumb	SetWildMonHeldItem
0x08040CD4	0x08040CFD	thumb	IsShiny
0x08040D00	0x08040D27	thumb	IsShinyOtIdPersonality
0x08040D28	0x08040D5B	thumb	sub_8040D08
0x08040D5C	0x08040DAB	thumb	ShouldHideGenderIconForLanguage
0x08040DAC	0x08040DCB	thumb	ShouldHideGenderIcon
0x08040DCC	0x08040E0B	thumb	unref_sub_8040DAC
0x08040E0C	0x08040E27	thumb	Sin
0x08040E28	0x08040E47	thumb	Cos
0x08040E48	0x08040E8B	thumb	Sin2
0x08040E8C	0x08040EA3	thumb	Cos2
0x08040EA4	0x08040EC3	thumb	Random
0x08040EC4	0x08040ED3	thumb	SeedRng
0x08040ED4	0x08040F0F	thumb	CreateInvisibleSpriteWithCallback
0x08040F10	0x08040F17	thumb	StoreWordInTwoHalfwords
0x08040F18	0x08040F25	thumb	LoadWordFromTwoHalfwords
0x08040F28	0x08040F51	thumb	SetBgAffineStruct
0x08040F54	0x08040F9D	thumb	DoBgAffineSet
0x08040FA0	0x0804116B	thumb	CopySpriteTiles
0x0804116C	0x08041191	thumb	CountTrailingZeroBits
0x08041194	0x080411EB	thumb	CalcCRC16
0x080411EC	0x0804122F	thumb	CalcCRC16WithTable
0x08041230	0x080412CF	thumb	BlendPalette
0x080412D0	0x080412ED	thumb	GetMonNick
0x080412F0	0x0804130D	thumb	GetBoxMonNick
0x08041310	0x08041341	thumb	CountPokemonInDaycare
0x08041344	0x080413B1	thumb	InitDaycareMailRecordMixing
0x080413B4	0x080413E5	thumb	Daycare_FindEmptySpot
0x080413E8	0x080414BB	thumb	StorePokemonInDaycare
0x080414BC	0x080414DF	thumb	StoreSelectedPokemonInDaycare
0x080414E0	0x0804153B	thumb	ShiftDaycareSlots
0x0804153C	0x0804158F	thumb	ApplyDaycareExperience
0x08041590	0x08041667	thumb	TakeSelectedPokemonFromDaycare
0x08041668	0x08041683	thumb	TakePokemonFromDaycare
0x08041684	0x080416BD	thumb	GetLevelAfterDaycareSteps
0x080416C0	0x08041705	thumb	GetNumLevelsGainedFromSteps
0x08041708	0x08041747	thumb	GetNumLevelsGainedForDaycareSlot
0x08041748	0x0804178F	thumb	GetDaycareCostForSelectedMon
0x08041790	0x080417AF	thumb	GetDaycareCost
0x080417B0	0x080417D7	thumb	Debug_AddDaycareSteps
0x080417D8	0x08041811	thumb	GetNumLevelsGainedFromDaycare
0x08041814	0x08041841	thumb	ClearDaycareMail
0x08041844	0x0804188F	thumb	unref_sub_8041824
0x08041890	0x0804190F	thumb	GetEggSpecies
0x08041910	0x0804193B	thumb	_TriggerPendingDaycareEgg
0x0804193C	0x0804195F	thumb	_TriggerPendingDaycareMaleEgg
0x08041960	0x0804196F	thumb	TriggerPendingDaycareEgg
0x08041970	0x0804197F	thumb	TriggerPendingDaycareMaleEgg
0x08041980	0x080419C5	thumb	RemoveIVIndexFromList
0x080419C8	0x08041B39	thumb	InheritIVs
0x08041B3C	0x08041BE3	thumb	GetEggMoves
0x08041BE4	0x08041E83	thumb	BuildEggMoveset
0x08041E84	0x08041E9B	thumb	RemoveEggFromDayCare
0x08041E9C	0x08041EAB	thumb	RejectEggFromDayCare
0x08041EAC	0x08041F0B	thumb	AlterEggSpeciesWithIncenseItem
0x08041F0C	0x08041FE3	thumb	DetermineEggSpeciesAndParentSlots
0x08041FE4	0x08042063	thumb	_GiveEggFromDaycare
0x08042064	0x0804211B	thumb	CreateEgg
0x0804211C	0x080421BF	thumb	SetInitialEggData
0x080421C0	0x080421CF	thumb	GiveEggFromDaycare
0x080421D0	0x080422BF	thumb	_ShouldEggHatch
0x080422C0	0x080422D3	thumb	ShouldEggHatch
0x080422D4	0x080422E3	thumb	IsEggPending
0x080422E4	0x08042347	thumb	_GetDaycareMonNicknames
0x08042348	0x0804237F	thumb	GetSelectedDaycareMonNickname
0x08042380	0x0804238F	thumb	GetDaycareMonNicknames
0x08042390	0x080423C5	thumb	GetDaycareState
0x080423C8	0x080423F7	thumb	EggGroupsOverlap
0x080423F8	0x08042513	thumb	GetDaycareCompatibilityScore
0x08042514	0x08042527	thumb	GetDaycareCompatibilityScoreFromSave
0x08042528	0x08042567	thumb	SetDaycareCompatibilityString
0x08042568	0x080425E1	thumb	NameHasGenderSymbol
0x080425E4	0x08042633	thumb	AppendGenderSymbol
0x08042634	0x0804264F	thumb	AppendMonGenderSymbol
0x08042650	0x080426CF	thumb	GetDaycareLevelMenuText
0x080426D0	0x0804274B	thumb	GetDaycareLevelMenuLevelText
0x0804274C	0x08042843	thumb	HandleDaycareLevelMenuInput
0x08042844	0x080428A7	thumb	ShowDaycareLevelMenu
0x080428A8	0x080428C3	thumb	ChooseSendDaycareMon
0x080428C4	0x08042A0B	thumb	CreatedHatchedMon
0x08042A0C	0x08042AC7	thumb	AddHatchedMonToParty
0x08042AC8	0x08042ADB	thumb	ScriptHatchMon
0x08042ADC	0x08042B69	thumb	DaycareMonReceivedMail_
0x08042B6C	0x08042B87	thumb	DaycareMonReceivedMail
0x08042B88	0x08042C8B	thumb	EggHatchCreateMonSprite
0x08042C8C	0x08042C9D	thumb	VBlankCB_EggHatch
0x08042CA0	0x08042CCB	thumb	EggHatch
0x08042CCC	0x08042D07	thumb	Task_EggHatch
0x08042D08	0x08042FA7	thumb	CB2_EggHatch_0
0x08042FA8	0x08042FD7	thumb	EggHatchSetMonNickname
0x08042FD8	0x0804302B	thumb	Task_EggHatchPlayBGM
0x0804302C	0x08043303	thumb	CB2_EggHatch_1
0x08043304	0x08043359	thumb	SpriteCB_Egg_0
0x0804335C	0x080433BD	thumb	SpriteCB_Egg_1
0x080433C0	0x0804347F	thumb	SpriteCB_Egg_2
0x08043480	0x080434A3	thumb	SpriteCB_Egg_3
0x080434A4	0x08043523	thumb	SpriteCB_Egg_4
0x08043524	0x080435C3	thumb	SpriteCB_Egg_5
0x080435C4	0x0804361B	thumb	SpriteCB_EggShard
0x0804361C	0x08043673	thumb	CreateRandomEggShardSprite
0x08043674	0x080436F3	thumb	CreateEggShardSprite
0x080436F4	0x0804371B	thumb	EggHatchPrintMessage1
0x0804371C	0x08043743	thumb	EggHatchPrintMessage2
0x08043744	0x0804375B	thumb	EggHatchUpdateWindowText
0x0804375C	0x0804375F	thumb	do_nothing
0x08043760	0x080438FD	thumb	sub_8043740
0x08043900	0x08043931	thumb	unref_sub_80438E0
0x08043934	0x08043C5B	thumb	battle_make_oam_normal_battle
0x08043C5C	0x08043CFB	thumb	battle_make_oam_safari_battle
0x08043CFC	0x08043D0B	thumb	GetHealthboxElementGfxPtr
0x08043D0C	0x08043D7B	thumb	sub_8043CEC
0x08043D7C	0x08043DA3	thumb	sub_8043D5C
0x08043DA4	0x08043DCF	thumb	SetBattleBarStruct
0x08043DD0	0x08043E1B	thumb	SetHealthboxSpriteInvisible
0x08043E1C	0x08043E6F	thumb	SetHealthboxSpriteVisible
0x08043E70	0x08043E8F	thumb	sub_8043E50
0x08043E90	0x08043ECF	thumb	unref_sub_8043E70
0x08043ED0	0x08043ED1	thumb	nullsub_11
0x08043ED4	0x08043F63	thumb	UpdateOamPriorityInAllHealthboxes
0x08043F64	0x08043FDF	thumb	sub_8043F44
0x08043FE0	0x0804410B	thumb	sub_8043FC0
0x0804410C	0x0804422F	thumb	UpdateHpTextInHealthbox
0x08044230	0x08044357	thumb	sub_8044210
0x08044358	0x0804456B	thumb	PrintSafariMonInfo
0x0804456C	0x08044823	thumb	sub_804454C
0x08044824	0x08044CBF	thumb	CreatePartyStatusSummarySprites
0x08044CC0	0x08044E93	thumb	sub_8044CA0
0x08044E94	0x08044EEB	thumb	sub_8044E74
0x08044EEC	0x08044F8F	thumb	sub_8044ECC
0x08044F90	0x0804504F	thumb	sub_8044F70
0x08045050	0x08045067	thumb	sub_8045030
0x08045068	0x0804509B	thumb	sub_8045048
0x0804509C	0x0804512F	thumb	sub_804507C
0x08045130	0x0804519F	thumb	sub_8045110
0x080451A0	0x080451BF	thumb	sub_8045180
0x080451C0	0x08045477	thumb	sub_80451A0
0x08045478	0x0804555F	thumb	sub_8045458
0x08045560	0x08045807	thumb	draw_status_ailment_maybe
0x08045808	0x080458CD	thumb	sub_80457E8
0x080458D0	0x080459B7	thumb	sub_80458B0
0x080459B8	0x08045A7B	thumb	sub_8045998
0x08045A7C	0x08045C95	thumb	UpdateHealthboxAttribute
0x08045C98	0x08045D77	thumb	MoveBattleBar
0x08045D78	0x08045F77	thumb	sub_8045D58
0x08045F78	0x08046049	thumb	sub_8045F58
0x0804604C	0x080460E5	thumb	CalcBarFilledPixels
0x080460E8	0x08046147	thumb	sub_80460C8
0x08046148	0x080461A7	thumb	sub_8046128
0x080461A8	0x080461F1	thumb	GetScaledExpFraction
0x080461F4	0x0804621D	thumb	GetScaledHPFraction
0x08046220	0x08046251	thumb	GetHPBarLevel
0x08046254	0x080463A7	thumb	sub_8046234
0x080463A8	0x080463EB	thumb	sub_8046388
0x080463EC	0x0804641F	thumb	sub_80463CC
0x08046420	0x08046483	thumb	DoPokeballSendOutAnimation
0x08046484	0x08046653	thumb	SendOutMonAnimation
0x08046654	0x08046707	thumb	objc_0804ABD4
0x08046708	0x08046713	thumb	sub_80466E8
0x08046714	0x0804677F	thumb	sub_80466F4
0x08046780	0x08046815	thumb	sub_8046760
0x08046818	0x0804686B	thumb	sub_80467F8
0x0804686C	0x08046963	thumb	sub_804684C
0x08046964	0x080469A3	thumb	sub_8046944
0x080469A4	0x08046AEF	thumb	sub_8046984
0x08046AF0	0x08046C97	thumb	sub_8046AD0
0x08046C98	0x08046E9B	thumb	sub_8046C78
0x08046E9C	0x08046EBB	thumb	sub_8046E7C
0x08046EBC	0x08046FDB	thumb	sub_8046E9C
0x08046FDC	0x08047093	thumb	sub_8046FBC
0x08047094	0x080470E3	thumb	SendOutPlayerMonAnimation_Step0
0x080470E4	0x0804724F	thumb	SendOutPlayerMonAnimation_Step1
0x08047250	0x08047273	thumb	SendOutMonAnimation_Delay
0x08047274	0x080472CF	thumb	SendOutOpponentMonAnimation_Step0
0x080472D0	0x080472F7	thumb	sub_80472B0
0x080472F8	0x0804730F	thumb	sub_80472D8
0x08047310	0x080473EF	thumb	CreatePokeballSprite
0x080473F0	0x080474A9	thumb	sub_80473D0
0x080474AC	0x0804759D	thumb	sub_804748C
0x080475A0	0x08047657	thumb	sub_8047580
0x08047658	0x080476FD	thumb	sub_8047638
0x08047700	0x08047771	thumb	sub_80476E0
0x08047774	0x0804778F	thumb	sub_8047754
0x08047790	0x08047799	thumb	obj_delete_and_free_associated_resources_
0x0804779C	0x0804782B	thumb	StartHealthboxSlideIn
0x0804782C	0x0804784F	thumb	sub_804780C
0x08047850	0x08047877	thumb	sub_8047830
0x08047878	0x080478BB	thumb	DoHitAnimHealthboxEffect
0x080478BC	0x080478FB	thumb	oamc_804BEB4
0x080478FC	0x0804796B	thumb	LoadBallGraphics
0x0804796C	0x08047997	thumb	FreeBallGraphics
0x08047998	0x080479EB	thumb	GetBattlerBall
0x080479EC	0x08047A17	thumb	CheckForFlashMemory
0x08047A18	0x08047A23	thumb	GetSecretBase2Field_9
0x08047A24	0x08047A2F	thumb	ClearSecretBase2Field_9
0x08047A30	0x08047A3B	thumb	SetSecretBase2Field_9
0x08047A3C	0x08047A53	thumb	SetSecretBase2Field_9_AndHideBG
0x08047A54	0x08047A5F	thumb	ClearSecretBase2Field_9_2
0x08047A60	0x08047AA3	thumb	SavePlayerParty
0x08047AA4	0x08047AEB	thumb	LoadPlayerParty
0x08047AEC	0x08047B23	thumb	SaveObjectEvents
0x08047B24	0x08047B5B	thumb	LoadObjectEvents
0x08047B5C	0x08047B69	thumb	SaveSerializedGame
0x08047B6C	0x08047B79	thumb	LoadSerializedGame
0x08047B7C	0x08047C37	thumb	LoadPlayerBag
0x08047C38	0x08047CF7	thumb	SavePlayerBag
0x08047CF8	0x08047D07	thumb	sub_8047CD8
0x08047D08	0x08047D77	thumb	sub_8047CE8
0x08047D78	0x08047E63	thumb	sub_8047D58
0x08047E64	0x08047EDF	thumb	sub_8047E44
0x08047EE0	0x08048513	thumb	sub_8047EC0
0x08048514	0x08048A13	thumb	sub_80484F4
0x08048A14	0x08048A33	thumb	sub_80489F4
0x08048A34	0x08048A6F	thumb	sub_8048A14
0x08048A70	0x08048AAF	thumb	sub_8048A50
0x08048AB0	0x08048AD3	thumb	sub_8048A90
0x08048AD4	0x08048B2B	thumb	sub_8048AB4
0x08048B2C	0x08048C8F	thumb	sub_8048B0C
0x08048C90	0x08048D3F	thumb	sub_8048C70
0x08048D40	0x08048D41	thumb	nullsub_5
0x08048D44	0x08048D63	thumb	Trade_Memcpy
0x08048D64	0x080490A5	thumb	sub_8048D44
0x080490A8	0x080490DB	thumb	sub_8049088
0x080490DC	0x08049203	thumb	sub_80490BC
0x08049204	0x080492F7	thumb	sub_80491E4
0x080492F8	0x080494F7	thumb	sub_80492D8
0x080494F8	0x08049531	thumb	sub_80494D8
0x08049534	0x0804957F	thumb	sub_8049514
0x08049580	0x0804963F	thumb	TradeMenuMoveCursor
0x08049640	0x0804969D	thumb	sub_8049620
0x080496A0	0x08049823	thumb	sub_8049680
0x08049824	0x0804987F	thumb	sub_8049804
0x08049880	0x08049971	thumb	sub_8049860
0x08049974	0x0804999B	thumb	sub_8049954
0x0804999C	0x08049A0F	thumb	sub_804997C
0x08049A10	0x08049A3F	thumb	sub_80499F0
0x08049A40	0x08049ADF	thumb	sub_8049A20
0x08049AE0	0x08049BDF	thumb	sub_8049AC0
0x08049BE0	0x08049CA9	thumb	sub_8049BC0
0x08049CAC	0x08049CE3	thumb	sub_8049C8C
0x08049CE4	0x08049D0F	thumb	sub_8049CC4
0x08049D10	0x08049D63	thumb	DisplayMessageAndContinueTask
0x08049D64	0x08049DBB	thumb	sub_8049D44
0x08049DBC	0x08049DE3	thumb	sub_8049D9C
0x08049DE4	0x08049DFF	thumb	sub_8049DC4
0x08049E00	0x08049EBB	thumb	sub_8049DE0
0x08049EBC	0x08049EF3	thumb	sub_8049E9C
0x08049EF4	0x0804A2D3	thumb	sub_8049ED4
0x0804A2D4	0x0804A35B	thumb	sub_804A2B4
0x0804A35C	0x0804A43B	thumb	sub_804A33C
0x0804A43C	0x0804A53B	thumb	sub_804A41C
0x0804A53C	0x0804A6FB	thumb	sub_804A51C
0x0804A6FC	0x0804A75F	thumb	sub_804A6DC
0x0804A760	0x0804A82B	thumb	sub_804A740
0x0804A82C	0x0804A85F	thumb	sub_804A80C
0x0804A860	0x0804A957	thumb	sub_804A840
0x0804A958	0x0804A95D	thumb	sub_804A938
0x0804A960	0x0804A981	thumb	sub_804A940
0x0804A984	0x0804A98B	thumb	sub_804A964
0x0804A98C	0x0804AA13	thumb	sub_804A96C_alt
0x0804AA14	0x0804AA1D	thumb	sub_804A9F4
0x0804AA20	0x0804AA29	thumb	sub_804AA00
0x0804AA2C	0x0804AAA7	thumb	sub_804AA0C
0x0804AAA8	0x0804AAFB	thumb	sub_804AA88
0x0804AAFC	0x0804AB4F	thumb	sub_804AADC
0x0804AB50	0x0804AC17	thumb	sub_804AB30
0x0804AC18	0x0804ACF7	thumb	sub_804ABF8
0x0804ACF8	0x0804AD13	thumb	sub_804ACD8
0x0804AD14	0x0804AE5B	thumb	sub_804ACF4
0x0804AE5C	0x0804AF2F	thumb	sub_804AE3C
0x0804AF30	0x0804AFA3	thumb	sub_804AF10
0x0804AFA4	0x0804AFD7	thumb	sub_804AF84
0x0804AFD8	0x0804B077	thumb	sub_804AFB8
0x0804B078	0x0804B099	thumb	sub_804B058
0x0804B09C	0x0804B0DB	thumb	sub_804B07C
0x0804B0DC	0x0804B0FD	thumb	sub_804B0BC
0x0804B100	0x0804B121	thumb	sub_804B0E0
0x0804B124	0x0804B145	thumb	sub_804B104
0x0804B148	0x0804B1DB	thumb	sub_804B128
0x0804B1DC	0x0804B22F	thumb	sub_804B1BC
0x0804B230	0x0804B245	thumb	sub_804B210
0x0804B248	0x0804B26B	thumb	sub_804B228
0x0804B26C	0x0804B2CD	thumb	sub_804B24C
0x0804B2D0	0x0804B2EF	thumb	sub_804B2B0
0x0804B2F0	0x0804B43B	thumb	sub_804B2D0
0x0804B43C	0x0804B7AF	thumb	sub_804B41C
0x0804B7B0	0x0804BA37	thumb	sub_804B790
0x0804BA38	0x0804BA83	thumb	sub_804BA18
0x0804BA84	0x0804BAB3	thumb	sub_804BA64
0x0804BAB4	0x0804BB97	thumb	sub_804BA94
0x0804BB98	0x0804BBEB	thumb	sub_804BB78
0x0804BBEC	0x0804BC05	thumb	sub_804BBCC
0x0804BC08	0x0804C117	thumb	sub_804BBE8
0x0804C118	0x0804C183	thumb	sub_804C0F8
0x0804C184	0x0804C1C7	thumb	sub_804C164
0x0804C1C8	0x0804C2BB	thumb	SetTradeSceneStrings
0x0804C2BC	0x0804D5A7	thumb	sub_804C29C
0x0804D5A8	0x0804D65B	thumb	sub_804D588
0x0804D65C	0x0804D6DB	thumb	sub_804D63C
0x0804D6DC	0x0804D757	thumb	sub_804D6BC
0x0804D758	0x0804D7CB	thumb	sub_804D738
0x0804D7CC	0x0804D82B	thumb	sub_804D7AC
0x0804D82C	0x0804D8BB	thumb	sub_804D80C
0x0804D8BC	0x0804D903	thumb	GetInGameTradeSpeciesInfo
0x0804D904	0x0804D967	thumb	sub_804D8E4
0x0804D968	0x0804DAF3	thumb	_CreateInGameTradePokemon
0x0804DAF4	0x0804DB4B	thumb	sub_804DAD4
0x0804DB4C	0x0804DB87	thumb	GetTradeSpecies
0x0804DB88	0x0804DBA3	thumb	CreateInGameTradePokemon
0x0804DBA4	0x0804DC37	thumb	sub_804DB84
0x0804DC38	0x0804DCA7	thumb	sub_804DC18
0x0804DCA8	0x0804E163	thumb	sub_804DC88
0x0804E164	0x0804E193	thumb	sub_804E144
0x0804E194	0x0804E1BF	thumb	DoInGameTradeScene
0x0804E1C0	0x0804E1FB	thumb	sub_804E1A0
0x0804E1FC	0x0804E24B	thumb	sub_804E1DC
0x0804E24C	0x0804E2AF	thumb	sub_804E22C
0x0804E2B0	0x0804E2DB	thumb	Blender_ControlHitPitch
0x0804E2DC	0x0804E2F5	thumb	VBlankCB0_BerryBlender
0x0804E2F8	0x0804E309	thumb	VBlankCB1_BerryBlender
0x0804E30C	0x0804E51B	thumb	sub_804E2EC
0x0804E51C	0x0804E557	thumb	sub_804E4FC
0x0804E558	0x0804E58B	thumb	DoBerryBlending
0x0804E58C	0x0804E757	thumb	sub_804E56C
0x0804E758	0x0804E7B3	thumb	sub_804E738
0x0804E7B4	0x0804E7DF	thumb	sub_804E794
0x0804E7E0	0x0804E863	thumb	sub_804E7C0
0x0804E864	0x0804E8A1	thumb	Blender_CopyBerryData
0x0804E8A4	0x0804E9AF	thumb	Blender_SetPlayerNamesLocal
0x0804E9B0	0x0804EA17	thumb	sub_804E990
0x0804EA18	0x0804F113	thumb	sub_804E9F8
0x0804F114	0x0804F18B	thumb	sub_804F0F4
0x0804F18C	0x0804F1D9	thumb	sub_804F16C
0x0804F1DC	0x0804F257	thumb	sub_804F1BC
0x0804F258	0x0804F2C7	thumb	sub_804F238
0x0804F2C8	0x0804F397	thumb	sub_804F2A8
0x0804F398	0x0804F83B	thumb	sub_804F378
0x0804F83C	0x0804F863	thumb	sub_804F81C
0x0804F864	0x0804F8AF	thumb	sub_804F844
0x0804F8B0	0x0804F8E7	thumb	sub_804F890
0x0804F8E8	0x0804FA13	thumb	sub_804F8C8
0x0804FA14	0x0804FB3B	thumb	sub_804F9F4
0x0804FB3C	0x0804FC67	thumb	sub_804FB1C
0x0804FC68	0x0804FD4F	thumb	sub_804FC48
0x0804FD50	0x0804FE8F	thumb	sub_804FD30
0x0804FE90	0x080500C7	thumb	sub_804FE70
0x080500C8	0x0805021B	thumb	sub_80500A8
0x0805021C	0x080502C3	thumb	sub_80501FC
0x080502C4	0x08050317	thumb	sub_80502A4
0x08050318	0x0805050D	thumb	Blender_GetPokeblockColor
0x08050510	0x0805051B	thumb	sub_80504F0
0x0805051C	0x08050527	thumb	unref_sub_80504FC
0x08050528	0x08050533	thumb	sub_8050508
0x08050534	0x0805053F	thumb	unref_sub_8050514
0x08050540	0x08050763	thumb	Blender_CalculatePokeblock
0x08050764	0x0805077F	thumb	BlenderDebug_CalculatePokeblock
0x08050780	0x080508F3	thumb	sub_8050760
0x080508F4	0x0805091B	thumb	sub_80508D4
0x0805091C	0x08050973	thumb	sub_80508FC
0x08050974	0x08050D07	thumb	sub_8050954
0x08050D08	0x08050E4F	thumb	sub_8050CE8
0x08050E50	0x08051107	thumb	sub_8050E30
0x08051108	0x0805125B	thumb	sub_80510E8
0x0805125C	0x08051433	thumb	sub_805123C
0x08051434	0x08051493	thumb	sub_8051414
0x08051494	0x080514C3	thumb	sub_8051474
0x080514C4	0x0805150F	thumb	sub_80514A4
0x08051510	0x08051543	thumb	sub_80514F0
0x08051544	0x0805158B	thumb	sub_8051524
0x0805158C	0x0805166F	thumb	sub_805156C
0x08051670	0x080516A1	thumb	sub_8051650
0x080516A4	0x080516E3	thumb	sub_8051684
0x080516E4	0x08051717	thumb	Blender_SetBankBerryData
0x08051718	0x0805183B	thumb	unref_sub_80516F8
0x0805183C	0x080518EB	thumb	sub_805181C
0x080518EC	0x0805196B	thumb	sub_80518CC
0x0805196C	0x0805199B	thumb	sub_805194C
0x0805199C	0x08051A3B	thumb	sub_805197C
0x08051A3C	0x08051A5B	thumb	sub_8051A1C
0x08051A5C	0x08051AE7	thumb	sub_8051A3C
0x08051AE8	0x08051B11	thumb	sub_8051AC8
0x08051B14	0x08051B37	thumb	sub_8051AF4
0x08051B38	0x08051B5F	thumb	sub_8051B18
0x08051B60	0x08051BA9	thumb	sub_8051B40
0x08051BAC	0x08051C21	thumb	sub_8051B8C
0x08051C24	0x08051C43	thumb	sub_8051C04
0x08051C44	0x08051C77	thumb	Blender_TrySettingRecord
0x08051C78	0x0805203B	thumb	Blender_PrintBlendingResults
0x0805203C	0x080520EB	thumb	Blender_PrintMadePokeblockString
0x080520EC	0x08052143	thumb	Blender_SortBasedOnPoints
0x08052144	0x08052247	thumb	Blender_SortScores
0x08052248	0x080524D9	thumb	Blender_PrintBlendingRanking
0x080524DC	0x0805254F	thumb	debug_sub_80524BC
0x08052550	0x080527DB	thumb	BlenderDebug_PrintBerryData
0x080527DC	0x08052937	thumb	sub_80527BC
0x08052938	0x08052B17	thumb	sub_8052918
0x08052B18	0x08052B31	thumb	sub_8052AF8
0x08052B34	0x08052BEF	thumb	ShowBerryBlenderRecordWindow
0x08052BF0	0x08052C47	thumb	sub_8052BD0
0x08052C48	0x08052C67	thumb	PlayTimeCounter_Reset
0x08052C68	0x08052C8F	thumb	PlayTimeCounter_Start
0x08052C90	0x08052C9B	thumb	PlayTimeCounter_Stop
0x08052C9C	0x08052CFB	thumb	PlayTimeCounter_Update
0x08052CFC	0x08052D1F	thumb	PlayTimeCounter_SetToMax
0x08052D20	0x08052D2F	thumb	write_word_to_mem
0x08052D30	0x08052D4B	thumb	copy_word_to_mem
0x08052D4C	0x08052D73	thumb	InitPlayerTrainerId
0x08052D74	0x08052D97	thumb	SetDefaultOptions
0x08052D98	0x08052DC7	thumb	ClearPokedexFlags
0x08052DC8	0x08052E03	thumb	ResetContestAndMuseumWinners
0x08052E04	0x08052E23	thumb	ZeroBattleTowerData
0x08052E24	0x08052E41	thumb	WarpToTruck
0x08052E44	0x08052E6B	thumb	ClearSav2
0x08052E6C	0x08052E8B	thumb	sub_8052E4C
0x08052E8C	0x08052F7B	thumb	NewGameInitData
0x08052F7C	0x08052FAF	thumb	DoWhiteOut
0x08052FB0	0x08052FEB	thumb	Overworld_ResetStateAfterFly
0x08052FEC	0x08053033	thumb	Overworld_ResetStateAfterTeleport
0x08053034	0x0805306F	thumb	Overworld_ResetStateAfterDigEscRope
0x08053070	0x080530AB	thumb	Overworld_ResetStateAfterWhiteOut
0x080530AC	0x080530CB	thumb	sub_805308C
0x080530CC	0x080530EF	thumb	ResetGameStats
0x080530F0	0x08053127	thumb	IncrementGameStat
0x08053128	0x0805314D	thumb	GetGameStat
0x08053150	0x08053173	thumb	SetGameStat
0x08053174	0x080531B7	thumb	LoadObjEventTemplatesFromHeader
0x080531B8	0x080531DF	thumb	LoadSaveblockObjEventScripts
0x080531E0	0x08053211	thumb	Overworld_SetObjEventTemplateCoords
0x08053214	0x0805323D	thumb	Overworld_SetObjEventTemplateMovementType
0x08053240	0x08053267	thumb	mapdata_load_assets_to_gpu_and_full_redraw
