# start	end	mode	name  (end = start+size-1, exact)
0x080B1424	0x080B143B	thumb	SetContestantEffectStringID2
0x080B143C	0x080B1489	thumb	SetStartledString
0x080B148C	0x080B159B	thumb	PrintAppealMoveResultText
0x080B159C	0x080B15BB	thumb	MakeContestantNervous
0x080B15BC	0x080B16EF	thumb	ApplyNextTurnOrder
0x080B16F0	0x080B172F	thumb	SpriteCB_JudgeSpeechBubble
0x080B1730	0x080B1947	thumb	DoJudgeSpeechBubble
0x080B1948	0x080B19EF	thumb	UpdateApplauseMeter
0x080B19F0	0x080B1A1B	thumb	unref_sub_80B19D0
0x080B1A1C	0x080B1A4B	thumb	Contest_GetMoveExcitement
0x080B1A4C	0x080B1A8B	thumb	StartApplauseOverflowAnimation
0x080B1A8C	0x080B1B33	thumb	Task_ApplauseOverflowAnimation
0x080B1B34	0x080B1B87	thumb	SlideApplauseMeterIn
0x080B1B88	0x080B1BFB	thumb	Task_SlideApplauseMeterIn
0x080B1BFC	0x080B1C53	thumb	SlideApplauseMeterOut
0x080B1C54	0x080B1CDB	thumb	Task_SlideApplauseMeterOut
0x080B1CDC	0x080B1D1B	thumb	ShowAndUpdateApplauseMeter
0x080B1D1C	0x080B1DA3	thumb	Task_ShowAndUpdateApplauseMeter
0x080B1DA4	0x080B1DD7	thumb	HideApplauseMeterNoAnim
0x080B1DD8	0x080B1DFB	thumb	ShowApplauseMeterNoAnim
0x080B1DFC	0x080B1E1B	thumb	AnimateAudience
0x080B1E1C	0x080B1EC7	thumb	Task_AnimateAudience
0x080B1EC8	0x080B1F6B	thumb	BlendAudienceBackground
0x080B1F6C	0x080B1FEF	thumb	Task_BlendAudienceBackground
0x080B1FF0	0x080B20AB	thumb	ShowHideNextTurnGfx
0x080B20AC	0x080B20E3	thumb	GetTurnOrderNumberGfx
0x080B20E4	0x080B216B	thumb	DrawUnnervedSymbols
0x080B216C	0x080B21A1	thumb	IsContestantAllowedToCombo
0x080B21A4	0x080B229F	thumb	SetBgForCurtainDrop
0x080B22A0	0x080B239B	thumb	UpdateContestantBoxOrder
0x080B239C	0x080B23DB	thumb	Task_StartDropCurtainAtRoundEnd
0x080B23DC	0x080B241F	thumb	Task_UpdateCurtainDropAtRoundEnd
0x080B2420	0x080B2527	thumb	Task_ResetForNextRound
0x080B2528	0x080B255B	thumb	Task_UpdateRaiseCurtainAtRoundEnd
0x080B255C	0x080B25C1	thumb	Task_WaitRaiseCurtainAtRoundEnd
0x080B25C4	0x080B2603	thumb	Task_StartRaiseCurtainAtRoundEnd
0x080B2604	0x080B26E7	thumb	AnimateSliderHearts
0x080B26E8	0x080B277F	thumb	Task_WaitForSliderHeartAnim
0x080B2780	0x080B2795	thumb	SanitizeMove
0x080B2798	0x080B27AF	thumb	SanitizeSpecies
0x080B27B0	0x080B28EB	thumb	SetMoveSpecificAnimData
0x080B28EC	0x080B290F	thumb	ClearMoveAnimData
0x080B2910	0x080B294B	thumb	SetMoveAnimAttackerData
0x080B294C	0x080B2987	thumb	CreateInvisibleBattleTargetSprite
0x080B2988	0x080B29D3	thumb	SetBattleTargetSpritePosition
0x080B29D4	0x080B2A9B	thumb	SelectContestMoveBankTarget
0x080B2A9C	0x080B2C6B	thumb	Contest_SaveWinner
0x080B2C6C	0x080B2D3B	thumb	GetContestWinnerSaveIdx
0x080B2D3C	0x080B2D73	thumb	Contest_ResetWinners
0x080B2D74	0x080B2E1B	thumb	CreateShopMenu
0x080B2E1C	0x080B2E27	thumb	SetShopMenuCallback
0x080B2E28	0x080B2E57	thumb	SetShopItemsForSale
0x080B2E58	0x080B2F19	thumb	Task_DoBuySellMenu
0x080B2F1C	0x080B2F4F	thumb	Task_HandleShopMenuBuy
0x080B2F50	0x080B2F83	thumb	Task_HandleShopMenuSell
0x080B2F84	0x080B2FBF	thumb	Task_HandleShopMenuQuit
0x080B2FC0	0x080B2FFB	thumb	Shop_FadeAndRunBuySellCallback
0x080B2FFC	0x080B301B	thumb	ReturnToShopMenuAfterExitingSellMenu
0x080B301C	0x080B306F	thumb	Task_ReturnToMartMenu
0x080B3070	0x080B3087	thumb	Shop_FadeReturnToMartMenu
0x080B3088	0x080B3095	thumb	Shop_RunExitSellMenuTask
0x080B3098	0x080B30B3	thumb	Shop_LoadExitSellMenuTask
0x080B30B4	0x080B30C9	thumb	MainCB2
0x080B30CC	0x080B3127	thumb	VBlankCB
0x080B3128	0x080B325F	thumb	BuyMenuDrawGraphics
0x080B3260	0x080B328F	thumb	sub_80B3240
0x080B3290	0x080B32C3	thumb	DrawFirstMartScrollIndicators
0x080B32C4	0x080B330B	thumb	Shop_TryDrawVerticalScrollIndicators
0x080B330C	0x080B3327	thumb	BuyMenuDrawTextboxBG_Old
0x080B3328	0x080B334D	thumb	BuyMenuDrawMapMetatileLayer
0x080B3350	0x080B33EF	thumb	BuyMenuDrawMapMetatile
0x080B33F0	0x080B343F	thumb	BuyMenuDrawMapPartialMetatile
0x080B3440	0x080B3573	thumb	Shop_DrawViewportTiles
0x080B3574	0x080B3589	thumb	Shop_DrawViewport
0x080B358C	0x080B36AB	thumb	Shop_LoadViewportObjects
0x080B36AC	0x080B373F	thumb	Shop_AnimViewportObjects
0x080B3740	0x080B3783	thumb	BuyMenuDrawTextboxBG
0x080B3784	0x080B37BB	thumb	Shop_InitMenus
0x080B37BC	0x080B380B	thumb	BuyMenuDrawTextboxBG_Restore
0x080B380C	0x080B3815	thumb	Shop_PrintItemDesc
0x080B3818	0x080B38BB	thumb	Shop_DisplayPriceInCheckoutWindow
0x080B38BC	0x080B394F	thumb	Shop_DisplayNormalPriceInList
0x080B3950	0x080B39EF	thumb	Shop_DisplayDecorationPriceInList
0x080B39F0	0x080B3A8F	thumb	Shop_DisplayPriceInList
0x080B3A90	0x080B3B0B	thumb	Shop_PrintItemDescText
0x080B3B0C	0x080B3B9F	thumb	Shop_DoPremierBallCheck
0x080B3BA0	0x080B3BEF	thumb	Shop_DoItemTransaction
0x080B3BF0	0x080B3C13	thumb	Shop_DoPricePrintAndReturnToBuyMenu
0x080B3C14	0x080B3D57	thumb	Task_DoItemPurchase
0x080B3D58	0x080B3D9B	thumb	Shop_DoYesNoPurchase
0x080B3D9C	0x080B3DE7	thumb	Task_CancelItemPurchase
0x080B3DE8	0x080B3F1B	thumb	Shop_PrintPrice
0x080B3F1C	0x080B3FA7	thumb	Shop_UpdateCurItemCountToMax
0x080B3FA8	0x080B405B	thumb	Shop_MoveItemListUp
0x080B405C	0x080B4107	thumb	Shop_MoveItemListDown
0x080B4108	0x080B4395	thumb	Shop_DoCursorAction
0x080B4398	0x080B440F	thumb	Task_ReturnToBuyMenu
0x080B4410	0x080B4457	thumb	Task_ExitBuyMenu
0x080B4458	0x080B448F	thumb	Task_ExitBuyMenuDoFade
0x080B4490	0x080B4553	thumb	Task_UpdatePurchaseHistory
0x080B4554	0x080B456F	thumb	ClearItemPurchases
0x080B4570	0x080B4593	thumb	Shop_CreatePokemartMenu
0x080B4594	0x080B45B3	thumb	Shop_CreateDecorationShop1Menu
0x080B45B4	0x080B45D3	thumb	Shop_CreateDecorationShop2Menu
0x080B45D4	0x080B472F	thumb	sub_80B45B4
0x080B4730	0x080B47F7	thumb	sub_80B4710
0x080B47F8	0x080B4843	thumb	sub_80B47D8
0x080B4844	0x080B485B	thumb	sub_80B4824
0x080B485C	0x080B486F	thumb	sub_80B483C
0x080B4870	0x080B48A1	thumb	sub_80B4850
0x080B48A4	0x080B48C7	thumb	ClearEnigmaBerries
0x080B48C8	0x080B4917	thumb	SetEnigmaBerry
0x080B4918	0x080B495F	thumb	GetEnigmaBerryChecksum
0x080B4960	0x080B49AB	thumb	IsEnigmaBerryValid
0x080B49AC	0x080B49E7	thumb	GetBerryInfo
0x080B49E8	0x080B49F7	thumb	GetBerryTreeInfo
0x080B49F8	0x080B4A53	thumb	ObjectEventInteractionWaterBerryTree
0x080B4A54	0x080B4A89	thumb	IsPlayerFacingUnplantedSoil
0x080B4A8C	0x080B4AAD	thumb	TryToWaterBerryTree
0x080B4AB0	0x080B4ADB	thumb	ClearBerryTrees
0x080B4ADC	0x080B4B83	thumb	BerryTreeGrow
0x080B4B84	0x080B4C23	thumb	BerryTreeTimeUpdate
0x080B4C24	0x080B4C8B	thumb	PlantBerryTree
0x080B4C8C	0x080B4CAF	thumb	RemoveBerryTree
0x080B4CB0	0x080B4CC7	thumb	GetBerryTypeByBerryTreeId
0x080B4CC8	0x080B4CE3	thumb	GetStageByBerryTreeId
0x080B4CE4	0x080B4D09	thumb	ItemIdToBerryType
0x080B4D0C	0x080B4D31	thumb	BerryTypeToItemId
0x080B4D34	0x080B4D53	thumb	GetBerryNameByBerryType
0x080B4D54	0x080B4D69	thumb	ResetBerryTreeSparkleFlag
0x080B4D6C	0x080B4DA7	thumb	BerryTreeGetNumStagesWatered
0x080B4DA8	0x080B4DBD	thumb	GetNumStagesWateredByBerryTreeId
0x080B4DC0	0x080B4E11	thumb	CalcBerryYieldInternal
0x080B4E14	0x080B4E3F	thumb	CalcBerryYield
0x080B4E40	0x080B4E57	thumb	GetBerryCountByBerryTreeId
0x080B4E58	0x080B4E6F	thumb	GetStageDurationByBerryType
0x080B4E70	0x080B4F03	thumb	ObjectEventInteractionGetBerryTreeData
0x080B4F04	0x080B4F13	thumb	Berry_FadeAndGoToBerryBagMenu
0x080B4F14	0x080B4F4B	thumb	ObjectEventInteractionPlantBerryTree
0x080B4F4C	0x080B4F97	thumb	ObjectEventInteractionPickBerryTree
0x080B4F98	0x080B4FC7	thumb	ObjectEventInteractionRemoveBerryTree
0x080B4FC8	0x080B4FD7	thumb	PlayerHasBerries
0x080B4FD8	0x080B5073	thumb	ResetBerryTreeSparkleFlags
0x080B5074	0x080B50CD	thumb	ScriptMenu_Multichoice
0x080B50D0	0x080B5139	thumb	ScriptMenu_MultichoiceWithDefault
0x080B513C	0x080B5157	thumb	GetStringWidthInTilesForScriptMenu
0x080B5158	0x080B524F	thumb	DrawMultichoiceMenu
0x080B5250	0x080B52D1	thumb	StartScriptMenuTask
0x080B52D4	0x080B537B	thumb	Task_HandleMultichoiceInput
0x080B537C	0x080B53D1	thumb	Multichoice
0x080B53D4	0x080B5489	thumb	sub_80B53B4
0x080B548C	0x080B54E7	thumb	ScriptMenu_YesNo
0x080B54E8	0x080B5501	thumb	IsScriptActive
0x080B5504	0x080B5597	thumb	Task_HandleYesNoInput
0x080B5598	0x080B56A3	thumb	ScriptMenu_MultichoiceGrid
0x080B56A4	0x080B5723	thumb	Task_HandleMultichoiceGridInput
0x080B5724	0x080B5751	thumb	ScriptMenu_CreatePCMultichoice
0x080B5754	0x080B5857	thumb	ScriptMenu_CreatePCMenu
0x080B5858	0x080B586F	thumb	ScriptMenu_DisplayPCStartupPrompt
0x080B5870	0x080B58E3	thumb	Task_PokemonPicWindow
0x080B58E4	0x080B5993	thumb	ScriptMenu_ShowPokemonPic
0x080B5994	0x080B59C9	thumb	ScriptMenu_GetPicboxWaitFunc
0x080B59CC	0x080B59E9	thumb	IsPicboxClosed
0x080B59EC	0x080B5A1B	thumb	DoNamingScreen
0x080B5A1C	0x080B5ABF	thumb	C2_NamingScreen
0x080B5AC0	0x080B5AD5	thumb	sub_80B5AA0
0x080B5AD8	0x080B5B2F	thumb	VBlankCB_NamingScreen
0x080B5B30	0x080B5B9B	thumb	StoreNamingScreenParameters
0x080B5B9C	0x080B5C03	thumb	GetNamingScreenParameters
0x080B5C04	0x080B5C05	thumb	Task_DoNothing
0x080B5C08	0x080B5C21	thumb	NamingScreen_TurnOffScreen
0x080B5C24	0x080B5C6B	thumb	NamingScreen_InitDisplayMode
0x080B5C6C	0x080B5CBF	thumb	NamingScreen_ClearVram
0x080B5CC0	0x080B5CE3	thumb	NamingScreen_ClearOam
0x080B5CE4	0x080B5D73	thumb	NamingScreen_SetUpVideoRegs
0x080B5D74	0x080B5DE7	thumb	NamingScreen_Init
0x080B5DE8	0x080B5E03	thumb	NamingScreen_SetUpWindow
0x080B5E04	0x080B5E19	thumb	NamingScreen_ResetObjects
0x080B5E1C	0x080B5E3D	thumb	sub_80B5DFC
0x080B5E40	0x080B5E59	thumb	sub_80B5E20
0x080B5E5C	0x080B5E6D	thumb	sub_80B5E3C
0x080B5E70	0x080B5E8F	thumb	sub_80B5E50
0x080B5E90	0x080B5EC7	thumb	Task_NamingScreenMain
0x080B5EC8	0x080B5EEF	thumb	MainState_BeginFadeIn
0x080B5EF0	0x080B5F1F	thumb	MainState_WaitFadeIn
0x080B5F20	0x080B5F2D	thumb	MainState_HandleInput
0x080B5F30	0x080B5F57	thumb	MainState_MoveToOKButton
0x080B5F58	0x080B5F8F	thumb	MainState_StartPageSwap
0x080B5F90	0x080B600B	thumb	MainState_WaitPageSwap
0x080B600C	0x080B606B	thumb	MainState_6
0x080B606C	0x080B608B	thumb	MainState_UpdateSentToPCMessage
0x080B608C	0x080B60B3	thumb	MainState_BeginFadeInOut
0x080B60B4	0x080B60D7	thumb	MainState_WaitFadeOutAndExit
0x080B60D8	0x080B6127	thumb	HandleKeyboardEvent
0x080B6128	0x080B6167	thumb	KeyboardKeyHandler_Character
0x080B6168	0x080B618F	thumb	KeyboardKeyHandler_Page
0x080B6190	0x080B61B1	thumb	KeyboardKeyHandler_Backspace
0x080B61B4	0x080B61E7	thumb	KeyboardKeyHandler_OK
0x080B61E8	0x080B61F7	thumb	sub_80B61C8
0x080B61F8	0x080B620B	thumb	InputInit
0x080B620C	0x080B622F	thumb	GetInputEvent
0x080B6230	0x080B625B	thumb	SetInputState
0x080B625C	0x080B628B	thumb	Task_HandleInput
0x080B628C	0x080B6291	thumb	InputState_Disabled
0x080B6294	0x080B62EB	thumb	InputState_Enabled
0x080B62EC	0x080B6455	thumb	HandleDpadMovement
0x080B6458	0x080B647F	thumb	sub_80B6438
0x080B6480	0x080B64F1	thumb	sub_80B6460
0x080B64F4	0x080B656B	thumb	Task_80B64D4
0x080B656C	0x080B65CB	thumb	sub_80B654C
0x080B65CC	0x080B65F3	thumb	sub_80B65AC
0x080B65F4	0x080B660F	thumb	sub_80B65D4
0x080B6610	0x080B662F	thumb	StartPageSwapAnim
0x080B6630	0x080B664D	thumb	IsPageSwapAnimNotInProgress
0x080B6650	0x080B6687	thumb	Task_HandlePageSwapAnim
0x080B6688	0x080B669F	thumb	PageSwapAnimState_Init
0x080B66A0	0x080B670B	thumb	PageSwapAnimState_1
0x080B670C	0x080B6777	thumb	PageSwapAnimState_2
0x080B6778	0x080B6793	thumb	PageSwapAnimState_Done
0x080B6794	0x080B680B	thumb	CursorInit
0x080B680C	0x080B682B	thumb	CursorColToKeyboardCol
0x080B682C	0x080B6877	thumb	SetCursorPos
0x080B6878	0x080B6897	thumb	GetCursorPos
0x080B6898	0x080B68A5	thumb	MoveCursorToOKButton
0x080B68A8	0x080B68F7	thumb	sub_80B6888
0x080B68F8	0x080B6933	thumb	sub_80B68D8
0x080B6934	0x080B6957	thumb	sub_80B6914
0x080B6958	0x080B6977	thumb	IsCursorAnimFinished
0x080B6978	0x080B69B5	thumb	GetKeyRoleAtCursorPos
0x080B69B8	0x080B6A9F	thumb	sub_80B6998
0x080B6AA0	0x080B6B33	thumb	sub_80B6A80
0x080B6B34	0x080B6B53	thumb	sub_80B6B14
0x080B6B54	0x080B6B7B	thumb	sub_80B6B34
0x080B6B7C	0x080B6BB7	thumb	sub_80B6B5C
0x080B6BB8	0x080B6BBB	thumb	sub_80B6B98
0x080B6BBC	0x080B6C27	thumb	sub_80B6B9C
0x080B6C28	0x080B6C67	thumb	sub_80B6C08
0x080B6C68	0x080B6CC7	thumb	sub_80B6C48
0x080B6CC8	0x080B6D23	thumb	sub_80B6CA8
0x080B6D24	0x080B6DBB	thumb	sub_80B6D04
0x080B6DBC	0x080B6E07	thumb	sub_80B6D9C
0x080B6E08	0x080B6E63	thumb	sub_80B6DE8
0x080B6E64	0x080B6E83	thumb	sub_80B6E44
0x080B6E84	0x080B6E85	thumb	nullsub_40
0x080B6E88	0x080B6EDB	thumb	sub_80B6E68
0x080B6EDC	0x080B6F1B	thumb	sub_80B6EBC
0x080B6F1C	0x080B6F63	thumb	sub_80B6EFC
0x080B6F64	0x080B6FA1	thumb	GetTextCaretPosition
0x080B6FA4	0x080B6FD9	thumb	GetPreviousTextCaretPosition
0x080B6FDC	0x080B7023	thumb	DeleteTextCharacter
0x080B7024	0x080B70AD	thumb	sub_80B7004
0x080B70B0	0x080B7123	thumb	sub_80B7090
0x080B7124	0x080B715B	thumb	sub_80B7104
0x080B715C	0x080B7193	thumb	sub_80B713C
0x080B7194	0x080B71B7	thumb	AddTextCharacter
0x080B71B8	0x080B7203	thumb	sub_80B7198
0x080B7204	0x080B722B	thumb	sub_80B71E4
0x080B722C	0x080B7283	thumb	sub_80B720C
0x080B7284	0x080B72C3	thumb	sub_80B7264
0x080B72C4	0x080B738F	thumb	sub_80B72A4
0x080B7390	0x080B73EB	thumb	sub_80B7370
0x080B73EC	0x080B7493	thumb	sub_80B73CC
0x080B7494	0x080B74CF	thumb	sub_80B7474
0x080B74D0	0x080B751B	thumb	sub_80B74B0
0x080B751C	0x080B755B	thumb	DisplaySentToPCMessage
0x080B755C	0x080B7577	thumb	sub_80B753C
0x080B7578	0x080B7585	thumb	sub_80B7558
0x080B7588	0x080B75CF	thumb	sub_80B7568
0x080B75D0	0x080B75E3	thumb	sub_80B75B0
0x080B75E4	0x080B7633	thumb	sub_80B75C4
0x080B7634	0x080B766F	thumb	sub_80B7614
0x080B7670	0x080B767F	thumb	sub_80B7650
0x080B7680	0x080B768F	thumb	sub_80B7660
0x080B7690	0x080B769F	thumb	sub_80B7670
0x080B76A0	0x080B76B7	thumb	sub_80B7680
0x080B76B8	0x080B76FF	thumb	sub_80B7698
0x080B7700	0x080B774B	thumb	sub_80B76E0
0x080B774C	0x080B775F	thumb	sub_80B772C
0x080B7760	0x080B7783	thumb	sub_80B7740
0x080B7784	0x080B7785	thumb	nullsub_20
0x080B7788	0x080B77B3	thumb	GetCharAtKeyboardPos
0x080B77B4	0x080B7817	thumb	sub_80B7794
0x080B7818	0x080B7857	thumb	sub_80B77F8
0x080B7858	0x080B7863	thumb	sub_80B7838
0x080B7864	0x080B786F	thumb	sub_80B7844
0x080B7870	0x080B787B	thumb	sub_80B7850
0x080B787C	0x080B78C7	thumb	PrintKeyboardCharacters
0x080B78C8	0x080B7913	thumb	sub_80B78A8
0x080B7914	0x080B7915	thumb	nullsub_61
0x080B7918	0x080B793F	thumb	sub_80B78F8
0x080B7940	0x080B7941	thumb	nullsub_62
0x080B7944	0x080B797F	thumb	sub_80B7924
0x080B7980	0x080B79C7	thumb	sub_80B7960
0x080B79C8	0x080B79D7	thumb	IsEnoughMoney
0x080B79D8	0x080B79FF	thumb	AddMoney
0x080B7A00	0x080B7A15	thumb	RemoveMoney
0x080B7A18	0x080B7AB3	thumb	GetMoneyAmountText
0x080B7AB4	0x080B7B0B	thumb	PrintMoneyAmount
0x080B7B0C	0x080B7B51	thumb	sub_80B7AEC
0x080B7B54	0x080B7C0B	thumb	Draw10000Sprite
0x080B7C0C	0x080B7C33	thumb	UpdateMoneyWindow
0x080B7C34	0x080B7CB7	thumb	OpenMoneyWindow
0x080B7CB8	0x080B7D07	thumb	CloseMoneyWindow
0x080B7D08	0x080B7D2B	thumb	HasEnoughMoneyFor
0x080B7D2C	0x080B7D43	thumb	PayMoneyFor
0x080B7D44	0x080B7DA9	thumb	AreMovesContestCombo
0x080B7DAC	0x080B7DAD	thumb	ContestEffect_HighlyAppealing
0x080B7DB0	0x080B7DDB	thumb	ContestEffect_UserMoreEasilyStartled
0x080B7DDC	0x080B7E07	thumb	ContestEffect_GreatAppealButNoMoreMoves
0x080B7E08	0x080B7E53	thumb	ContestEffect_RepetitionNotBoring
0x080B7E54	0x080B7E7B	thumb	ContestEffect_AvoidStartleOnce
0x080B7E7C	0x080B7EA7	thumb	ContestEffect_AvoidStartle
0x080B7EA8	0x080B7ECF	thumb	ContestEffect_AvoidStartleSlightly
0x080B7ED0	0x080B7EFB	thumb	ContestEffect_UserLessEasilyStartled
0x080B7EFC	0x080B7F5B	thumb	ContestEffect_StartleFrontMon
0x080B7F5C	0x080B7FBF	thumb	ContestEffect_StartlePrevMons
0x080B7FC0	0x080B7FF3	thumb	ContestEffect_StartlePrevMon2
0x080B7FF4	0x080B808F	thumb	ContestEffect_StartlePrevMons2
0x080B8090	0x080B812B	thumb	ContestEffect_ShiftJudgeAttention
0x080B812C	0x080B81C3	thumb	ContestEffect_StartleMonWithJudgesAttention
0x080B81C4	0x080B81F3	thumb	ContestEffect_JamsOthersButMissOneTurn
0x080B81F4	0x080B822F	thumb	ContestEffect_StartleMonsSameTypeAppeal
0x080B8230	0x080B824B	thumb	ContestEffect_StartleMonsCoolAppeal
0x080B824C	0x080B8267	thumb	ContestEffect_StartleMonsBeautyAppeal
0x080B8268	0x080B8283	thumb	ContestEffect_StartleMonsCuteAppeal
0x080B8284	0x080B829F	thumb	ContestEffect_StartleMonsSmartAppeal
0x080B82A0	0x080B82BB	thumb	ContestEffect_StartleMonsToughAppeal
0x080B82BC	0x080B832D	thumb	ContestEffect_MakeFollowingMonNervous
0x080B8330	0x080B8517	thumb	ContestEffect_MakeFollowingMonsNervous
0x080B8518	0x080B85A3	thumb	ContestEffect_WorsenConditionOfPrevMons
0x080B85A4	0x080B8617	thumb	ContestEffect_BadlyStartlesMonsInGoodCondition
0x080B8618	0x080B866B	thumb	ContestEffect_BetterIfFirst
0x080B866C	0x080B86BF	thumb	ContestEffect_BetterIfLast
0x080B86C0	0x080B875F	thumb	ContestEffect_AppealAsGoodAsPrevOnes
0x080B8760	0x080B87D7	thumb	ContestEffect_AppealAsGoodAsPrevOne
0x080B87D8	0x080B884D	thumb	ContestEffect_BetterWhenLater
0x080B8850	0x080B88EB	thumb	ContestEffect_QualityDependsOnTiming
0x080B88EC	0x080B89C3	thumb	ContestEffect_BetterIfSameType
0x080B89C4	0x080B8A67	thumb	ContestEffect_BetterIfDiffType
0x080B8A68	0x080B8AD5	thumb	ContestEffect_AffectedByPrevAppeal
0x080B8AD8	0x080B8B2D	thumb	ContestEffect_ImproveConditionPreventNervousness
0x080B8B30	0x080B8B79	thumb	ContestEffect_BetterWithGoodCondition
0x080B8B7C	0x080B8CA1	thumb	ContestEffect_NextAppealEarlier
0x080B8CA4	0x080B8DD3	thumb	ContestEffect_NextAppealLater
0x080B8DD4	0x080B8DD5	thumb	ContestEffect_MakeScramblingTurnOrderEasier
0x080B8DD8	0x080B8EDB	thumb	ContestEffect_ScrambleNextTurnOrder
0x080B8EDC	0x080B8F1B	thumb	ContestEffect_ExciteAudienceInAnyContest
0x080B8F1C	0x080B8F9B	thumb	ContestEffect_BadlyStartleMonsWithGoodAppeals
0x080B8F9C	0x080B9017	thumb	ContestEffect_BetterWhenAudienceExcited
0x080B9018	0x080B9057	thumb	ContestEffect_DontExciteAudience
0x080B9058	0x080B90DF	thumb	JamByMoveCategory
0x080B90E0	0x080B913F	thumb	CanUnnerveContestant
0x080B9140	0x080B921D	thumb	WasAtLeastOneOpponentJammed
0x080B9220	0x080B9243	thumb	JamContestant
0x080B9244	0x080B9285	thumb	RoundTowardsZero
0x080B9288	0x080B92B9	thumb	RoundUp
0x080B92BC	0x080B92CB	thumb	RecordMixingPlayerSpotTriggered
0x080B92CC	0x080B93CF	thumb	RecordMixing_PrepareExchangePacket
0x080B93D0	0x080B946F	thumb	RecordMixing_ReceiveExchangePacket
0x080B9470	0x080B94A3	thumb	Task_RecordMixing_SoundEffect
0x080B94A4	0x080B960F	thumb	Task_RecordMixing_Main
0x080B9610	0x080B97FB	thumb	sub_80B95F0
0x080B97FC	0x080B98AF	thumb	Task_RecordMixing_SendPacket
0x080B98B0	0x080B99D3	thumb	Task_RecordMixing_CopyReceiveBuffer
0x080B99D4	0x080B9A07	thumb	sub_80B99B4
0x080B9A08	0x080B9A3B	thumb	Task_RecordMixing_ReceivePacket
0x080B9A3C	0x080B9A63	thumb	Task_RecordMixing_SendPacket_SwitchToReceive
0x080B9A64	0x080B9A6F	thumb	LoadPtrFromTaskData
0x080B9A70	0x080B9A77	thumb	StorePtrInTaskData
0x080B9A78	0x080B9A85	thumb	GetMultiplayerId_
0x080B9A88	0x080B9A97	thumb	GetPlayerRecvBuffer
0x080B9A98	0x080B9AA7	thumb	sub_80B9A78
0x080B9AA8	0x080B9B3B	thumb	sub_80B9A88
0x080B9B3C	0x080B9B8F	thumb	ReceiveOldManData
0x080B9B90	0x080B9BDB	thumb	ReceiveBattleTowerData
0x080B9BDC	0x080B9BE3	thumb	sub_80B9BBC
0x080B9BE4	0x080B9C6B	thumb	sub_80B9BC4
0x080B9C6C	0x080B9C89	thumb	sub_80B9C4C
0x080B9C8C	0x080B9F5B	thumb	ReceiveDaycareMailData
0x080B9F5C	0x080BA02B	thumb	ReceiveGiftItem
0x080BA02C	0x080BA0C7	thumb	sub_80BA00C
0x080BA0C8	0x080BA0DD	thumb	CB2_SoundCheckMenu
0x080BA0E0	0x080BA10B	thumb	VBlankCB_SoundCheckMenu
0x080BA10C	0x080BA277	thumb	CB2_StartSoundCheckMenu
0x080BA278	0x080BA3A3	thumb	Task_InitSoundCheckMenu
0x080BA3A4	0x080BA41F	thumb	sub_80BA384
0x080BA420	0x080BA67B	thumb	Task_ProcessSoundCheckMenuInput
0x080BA67C	0x080BA6AB	thumb	sub_80BA65C
0x080BA6AC	0x080BA6D7	thumb	sub_80BA68C
0x080BA6D8	0x080BA71F	thumb	HighlightSelectedWindow
0x080BA720	0x080BA7B9	thumb	PrintSoundNumber
0x080BA7BC	0x080BA81D	thumb	sub_80BA79C
0x080BA820	0x080BAA67	thumb	Task_DrawDriverTestMenu
0x080BAA68	0x080BACFB	thumb	Task_ProcessDriverTestInput
0x080BACFC	0x080BAD7B	thumb	AdjustSelectedDriverParam
0x080BAD7C	0x080BAE2F	thumb	PrintDriverTestMenuText
0x080BAE30	0x080BAE97	thumb	sub_80BAE10
0x080BAE98	0x080BAFA3	thumb	PrintSignedNumber
0x080BAFA4	0x080BB057	thumb	sub_80BAF84
0x080BB058	0x080BB1F3	thumb	sub_80BB038
0x080BB1F4	0x080BB279	thumb	sub_80BB1D4
0x080BB27C	0x080BB3D3	thumb	Task_InitCryTest
0x080BB3D4	0x080BB4B3	thumb	Task_ProcessCryTestInput
0x080BB4B4	0x080BB4CB	thumb	PrintCryNumber
0x080BB4CC	0x080BB5B3	thumb	ClearSecretBase
0x080BB5B4	0x080BB5D3	thumb	ResetSecretBase
0x080BB5D4	0x080BB5EF	thumb	ResetSecretBases
0x080BB5F0	0x080BB603	thumb	sub_80BB5D0
0x080BB604	0x080BB65B	thumb	SetCurrentSecretBaseVar
0x080BB65C	0x080BB68B	thumb	CheckPlayerHasSecretBase
0x080BB68C	0x080BB729	thumb	sub_80BB66C
0x080BB72C	0x080BB743	thumb	sub_80BB70C
0x080BB744	0x080BB783	thumb	unref_sub_80BB724
0x080BB784	0x080BB81D	thumb	sub_80BB764
0x080BB820	0x080BB8C7	thumb	SetOpenedSecretBaseMetatile
0x080BB8C8	0x080BB8E9	thumb	sub_80BB8A8
0x080BB8EC	0x080BB98F	thumb	sub_80BB8CC
0x080BB990	0x080BBA31	thumb	SetOccupiedSecretBaseEntranceMetatiles
0x080BBA34	0x080BBA67	thumb	sub_80BBA14
0x080BBA68	0x080BBB0F	thumb	sub_80BBA48
0x080BBB10	0x080BBB43	thumb	sub_80BBAF0
0x080BBB44	0x080BBB6D	thumb	sub_80BBB24
0x080BBB70	0x080BBBAF	thumb	sub_80BBB50
0x080BBBB0	0x080BBC0B	thumb	sub_80BBB90
